instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
12362,2,1,6,6,0,1,1,1,0.52,0.5,0.68,0.0,4,135,139
12363,2,1,6,7,0,1,1,1,0.56,0.5303,0.6,0.2239,13,504,517
12364,2,1,6,8,0,1,1,1,0.6,0.6212,0.49,0.2239,22,643,665
12365,2,1,6,9,0,1,1,1,0.62,0.6212,0.43,0.2836,38,244,282
12366,2,1,6,10,0,1,1,1,0.64,0.6212,0.41,0.4627,67,120,187
12367,2,1,6,11,0,1,1,1,0.64,0.6212,0.38,0.4925,71,168,239
12368,2,1,6,12,0,1,1,1,0.64,0.6212,0.41,0.4478,62,220,282
12369,2,1,6,13,0,1,1,1,0.64,0.6212,0.41,0.3582,85,189,274
12370,2,1,6,14,0,1,1,1,0.62,0.6212,0.41,0.4925,84,186,270
12371,2,1,6,15,0,1,1,1,0.66,0.6212,0.39,0.2985,77,215,292
12372,2,1,6,16,0,1,1,1,0.66,0.6212,0.39,0.4627,73,375,448
12373,2,1,6,17,0,1,1,1,0.64,0.6212,0.38,0.4478,101,733,834
12374,2,1,6,18,0,1,1,1,0.64,0.6212,0.38,0.3881,103,719,822
12375,2,1,6,19,0,1,1,1,0.62,0.6212,0.38,0.4179,91,554,645
12376,2,1,6,20,0,1,1,1,0.6,0.6212,0.4,0.3582,71,390,461
12377,2,1,6,21,0,1,1,1,0.58,0.5455,0.49,0.2537,40,225,265
12378,2,1,6,22,0,1,1,1,0.56,0.5303,0.52,0.2836,41,127,168
12379,2,1,6,23,0,1,1,1,0.58,0.5455,0.49,0.2985,8,78,86
12380,2,1,6,0,0,2,1,1,0.54,0.5152,0.68,0.4179,6,28,34
12381,2,1,6,1,0,2,1,2,0.52,0.5,0.77,0.3284,2,18,20
12382,2,1,6,2,0,2,1,3,0.52,0.5,0.72,0.2985,0,8,8
12383,2,1,6,3,0,2,1,3,0.5,0.4848,0.82,0.194,0,5,5
12384,2,1,6,4,0,2,1,3,0.5,0.4848,0.82,0.194,1,4,5
12385,2,1,6,5,0,2,1,3,0.48,0.4697,0.82,0.1642,1,35,36
12386,2,1,6,6,0,2,1,1,0.48,0.4697,0.82,0.2537,7,177,184
12387,2,1,6,7,0,2,1,1,0.48,0.4697,0.77,0.2985,29,540,569
12388,2,1,6,8,0,2,1,2,0.48,0.4697,0.77,0.2239,30,680,710
12389,2,1,6,9,0,2,1,2,0.52,0.5,0.72,0.2537,50,285,335
12390,2,1,6,10,0,2,1,2,0.52,0.5,0.63,0.2985,58,118,176
12391,2,1,6,11,0,2,1,2,0.56,0.5303,0.56,0.194,65,162,227
12392,2,1,6,12,0,2,1,2,0.54,0.5152,0.56,0.2239,45,202,247
12393,2,1,6,13,0,2,1,2,0.6,0.6212,0.46,0.1642,66,201,267
12394,2,1,6,14,0,2,1,2,0.58,0.5455,0.46,0.1642,82,194,276
12395,2,1,6,15,0,2,1,2,0.58,0.5455,0.46,0.1343,54,218,272
12396,2,1,6,16,0,2,1,1,0.6,0.6212,0.43,0.194,91,382,473
12397,2,1,6,17,0,2,1,1,0.6,0.6212,0.43,0.0,86,764,850
12398,2,1,6,18,0,2,1,1,0.6,0.6212,0.43,0.194,111,679,790
12399,2,1,6,19,0,2,1,1,0.58,0.5455,0.46,0.2537,68,445,513
12400,2,1,6,20,0,2,1,1,0.56,0.5303,0.49,0.2239,44,371,415
12401,2,1,6,21,0,2,1,1,0.54,0.5152,0.56,0.1642,30,253,283
12402,2,1,6,22,0,2,1,1,0.56,0.5303,0.52,0.1045,22,171,193
12403,2,1,6,23,0,2,1,1,0.54,0.5152,0.56,0.0896,20,93,113
12404,2,1,6,0,0,3,1,1,0.52,0.5,0.59,0.0896,3,46,49
12405,2,1,6,1,0,3,1,1,0.52,0.5,0.68,0.0,6,21,27
12406,2,1,6,2,0,3,1,1,0.5,0.4848,0.68,0.0,4,7,11
12407,2,1,6,3,0,3,1,1,0.46,0.4545,0.82,0.0,0,8,8
12408,2,1,6,4,0,3,1,1,0.46,0.4545,0.82,0.1045,3,7,10
12409,2,1,6,5,0,3,1,1,0.48,0.4697,0.77,0.0,1,37,38
12410,2,1,6,6,0,3,1,1,0.48,0.4697,0.77,0.0,7,165,172
12411,2,1,6,7,0,3,1,1,0.5,0.4848,0.72,0.0,16,531,547
12412,2,1,6,8,0,3,1,1,0.54,0.5152,0.68,0.0,31,637,668
12413,2,1,6,9,0,3,1,1,0.56,0.5303,0.6,0.0896,35,268,303
12414,2,1,6,10,0,3,1,1,0.6,0.6212,0.46,0.0896,55,148,203
12415,2,1,6,11,0,3,1,1,0.62,0.6212,0.43,0.0896,65,161,226
12416,2,1,6,12,0,3,1,1,0.62,0.6212,0.38,0.0,80,235,315
12417,2,1,6,13,0,3,1,1,0.62,0.6212,0.41,0.0896,73,230,303
12418,2,1,6,14,0,3,1,1,0.64,0.6212,0.38,0.0,111,191,302
12419,2,1,6,15,0,3,1,1,0.64,0.6212,0.38,0.0,75,225,300
12420,2,1,6,16,0,3,1,1,0.64,0.6212,0.41,0.1343,107,345,452
12421,2,1,6,17,0,3,1,1,0.62,0.6212,0.43,0.1343,72,652,724
12422,2,1,6,18,0,3,1,3,0.6,0.6212,0.53,0.194,94,688,782
12423,2,1,6,19,0,3,1,1,0.56,0.5303,0.73,0.2985,52,486,538
12424,2,1,6,20,0,3,1,1,0.54,0.5152,0.73,0.2836,59,349,408
12425,2,1,6,21,0,3,1,1,0.54,0.5152,0.73,0.1642,38,260,298
12426,2,1,6,22,0,3,1,1,0.52,0.5,0.77,0.0896,27,221,248
12427,2,1,6,23,0,3,1,1,0.52,0.5,0.77,0.0,13,110,123
12428,2,1,6,0,0,4,1,1,0.52,0.5,0.77,0.1343,9,50,59
12429,2,1,6,1,0,4,1,1,0.52,0.5,0.77,0.1642,5,17,22
12430,2,1,6,2,0,4,1,1,0.52,0.5,0.77,0.0896,0,12,12
12431,2,1,6,3,0,4,1,1,0.5,0.4848,0.77,0.1045,0,5,5
12432,2,1,6,4,0,4,1,1,0.46,0.4545,0.88,0.1045,0,6,6
12433,2,1,6,5,0,4,1,1,0.48,0.4697,0.82,0.0896,0,34,34
12434,2,1,6,6,0,4,1,1,0.46,0.4545,0.88,0.1045,5,165,170
12435,2,1,6,7,0,4,1,1,0.5,0.4848,0.82,0.1642,20,506,526
12436,2,1,6,8,0,4,1,1,0.52,0.5,0.77,0.0,20,661,681
12437,2,1,6,9,0,4,1,1,0.58,0.5455,0.68,0.0,37,300,337
12438,2,1,6,10,0,4,1,1,0.6,0.6061,0.64,0.0896,56,154,210
12439,2,1,6,11,0,4,1,1,0.66,0.6212,0.47,0.2239,67,170,237
12440,2,1,6,12,0,4,1,1,0.7,0.6364,0.42,0.0,62,274,336
12441,2,1,6,13,0,4,1,1,0.7,0.6364,0.37,0.2836,65,250,315
12442,2,1,6,14,0,4,1,1,0.72,0.6515,0.37,0.2537,67,198,265
12443,2,1,6,15,0,4,1,1,0.74,0.6515,0.3,0.0,99,234,333
12444,2,1,6,16,0,4,1,1,0.72,0.6515,0.34,0.2239,77,389,466
12445,2,1,6,17,0,4,1,1,0.72,0.6515,0.34,0.2537,91,778,869
12446,2,1,6,18,0,4,1,1,0.7,0.6364,0.34,0.2836,110,703,813
12447,2,1,6,19,0,4,1,1,0.7,0.6364,0.34,0.2836,65,537,602
12448,2,1,6,20,0,4,1,1,0.66,0.6212,0.36,0.2985,76,402,478
12449,2,1,6,21,0,4,1,1,0.62,0.6212,0.41,0.3284,30,283,313
12450,2,1,6,22,0,4,1,1,0.6,0.6212,0.46,0.1642,35,193,228
12451,2,1,6,23,0,4,1,1,0.56,0.5303,0.52,0.1343,42,135,177
12452,2,1,6,0,0,5,1,1,0.56,0.5303,0.56,0.1642,18,59,77
12453,2,1,6,1,0,5,1,1,0.56,0.5303,0.56,0.1642,4,25,29
12454,2,1,6,2,0,5,1,1,0.56,0.5303,0.56,0.0,2,17,19
12455,2,1,6,3,0,5,1,1,0.54,0.5152,0.6,0.0896,0,8,8
12456,2,1,6,4,0,5,1,1,0.52,0.5,0.63,0.0,1,9,10
12457,2,1,6,5,0,5,1,1,0.5,0.4848,0.72,0.1045,1,28,29
12458,2,1,6,6,0,5,1,1,0.52,0.5,0.68,0.0896,8,131,139
12459,2,1,6,7,0,5,1,1,0.52,0.5,0.72,0.1045,19,409,428
12460,2,1,6,8,0,5,1,1,0.58,0.5455,0.6,0.0896,37,663,700
12461,2,1,6,9,0,5,1,1,0.62,0.6212,0.53,0.1642,47,335,382
12462,2,1,6,10,0,5,1,1,0.66,0.6212,0.47,0.2537,62,187,249
12463,2,1,6,11,0,5,1,1,0.7,0.6364,0.42,0.2537,65,199,264
12464,2,1,6,12,0,5,1,1,0.72,0.6515,0.39,0.3284,89,280,369
12465,2,1,6,13,0,5,1,1,0.74,0.6515,0.37,0.2537,129,287,416
12466,2,1,6,14,0,5,1,1,0.76,0.6667,0.31,0.3881,128,245,373
12467,2,1,6,15,0,5,1,1,0.76,0.6667,0.29,0.2836,98,299,397
12468,2,1,6,16,0,5,1,1,0.76,0.6667,0.29,0.2985,111,412,523
12469,2,1,6,17,0,5,1,1,0.76,0.6667,0.29,0.194,114,679,793
12470,2,1,6,18,0,5,1,1,0.76,0.6667,0.27,0.2239,147,576,723
12471,2,1,6,19,0,5,1,1,0.74,0.6515,0.3,0.2239,95,460,555
12472,2,1,6,20,0,5,1,1,0.72,0.6515,0.32,0.1343,117,291,408
12473,2,1,6,21,0,5,1,1,0.7,0.6364,0.37,0.1343,83,256,339
12474,2,1,6,22,0,5,1,1,0.68,0.6364,0.41,0.1045,61,230,291
12475,2,1,6,23,0,5,1,1,0.64,0.6212,0.57,0.1642,52,163,215
12476,2,1,6,0,0,6,0,1,0.64,0.6212,0.53,0.1045,54,152,206
12477,2,1,6,1,0,6,0,1,0.64,0.6212,0.53,0.0896,34,89,123
12478,2,1,6,2,0,6,0,1,0.64,0.6212,0.5,0.2239,21,68,89
12479,2,1,6,3,0,6,0,1,0.62,0.6212,0.57,0.0,12,28,40
12480,2,1,6,4,0,6,0,1,0.62,0.6212,0.57,0.0,2,6,8
12481,2,1,6,5,0,6,0,1,0.6,0.6212,0.56,0.1045,4,15,19
12482,2,1,6,6,0,6,0,1,0.56,0.5303,0.64,0.1045,17,63,80
12483,2,1,6,7,0,6,0,1,0.58,0.5455,0.64,0.1045,26,61,87
12484,2,1,6,8,0,6,0,1,0.62,0.6061,0.61,0.1045,42,202,244
12485,2,1,6,9,0,6,0,1,0.64,0.6212,0.57,0.1642,99,241,340
12486,2,1,6,10,0,6,0,1,0.7,0.6515,0.51,0.1045,168,298,466
12487,2,1,6,11,0,6,0,1,0.76,0.6667,0.35,0.0,218,351,569
12488,2,1,6,12,0,6,0,1,0.8,0.697,0.29,0.2537,196,335,531
12489,2,1,6,13,0,6,0,1,0.82,0.697,0.24,0.2836,236,349,585
12490,2,1,6,14,0,6,0,1,0.82,0.697,0.23,0.194,239,354,593
12491,2,1,6,15,0,6,0,1,0.84,0.7121,0.2,0.2985,218,337,555
12492,2,1,6,16,0,6,0,1,0.82,0.697,0.24,0.194,219,315,534
12493,2,1,6,17,0,6,0,1,0.84,0.7121,0.24,0.0,238,257,495
12494,2,1,6,18,0,6,0,1,0.82,0.697,0.24,0.2239,175,276,451
12495,2,1,6,19,0,6,0,1,0.8,0.697,0.29,0.1642,128,232,360
12496,2,1,6,20,0,6,0,1,0.76,0.6667,0.35,0.2239,125,238,363
12497,2,1,6,21,0,6,0,1,0.74,0.6515,0.4,0.194,105,211,316
12498,2,1,6,22,0,6,0,1,0.7,0.6515,0.58,0.1642,63,151,214
12499,2,1,6,23,0,6,0,1,0.68,0.6364,0.61,0.1642,69,161,230
12500,2,1,6,0,0,0,0,1,0.66,0.6212,0.69,0.1045,33,125,158
12501,2,1,6,1,0,0,0,1,0.64,0.6061,0.73,0.1343,32,84,116
12502,2,1,6,2,0,0,0,1,0.64,0.6061,0.69,0.1343,17,56,73
12503,2,1,6,3,0,0,0,1,0.64,0.6061,0.73,0.1045,6,23,29
12504,2,1,6,4,0,0,0,1,0.62,0.5909,0.78,0.0896,1,9,10
12505,2,1,6,5,0,0,0,1,0.62,0.6061,0.69,0.0896,3,10,13
12506,2,1,6,6,0,0,0,1,0.62,0.5909,0.73,0.0,3,27,30
12507,2,1,6,7,0,0,0,1,0.6,0.5758,0.78,0.1045,21,41,62
12508,2,1,6,8,0,0,0,1,0.64,0.6061,0.73,0.0896,59,122,181
12509,2,1,6,9,0,0,0,1,0.7,0.6515,0.58,0.0,91,175,266
12510,2,1,6,10,0,0,0,1,0.76,0.6818,0.4,0.1045,148,265,413
12511,2,1,6,11,0,0,0,1,0.76,0.6818,0.45,0.0896,184,315,499
12512,2,1,6,12,0,0,0,1,0.82,0.7121,0.3,0.0,173,329,502
12513,2,1,6,13,0,0,0,1,0.84,0.7273,0.28,0.1343,204,288,492
12514,2,1,6,14,0,0,0,1,0.84,0.7273,0.3,0.1343,186,314,500
12515,2,1,6,15,0,0,0,1,0.84,0.7273,0.3,0.2239,159,316,475
12516,2,1,6,16,0,0,0,1,0.84,0.7424,0.36,0.2836,173,335,508
12517,2,1,6,17,0,0,0,1,0.82,0.7424,0.41,0.2836,184,337,521
12518,2,1,6,18,0,0,0,1,0.82,0.7273,0.38,0.2239,164,326,490
12519,2,1,6,19,0,0,0,1,0.82,0.7121,0.28,0.2836,115,260,375
12520,2,1,6,20,0,0,0,1,0.76,0.6818,0.48,0.1642,113,250,363
12521,2,1,6,21,0,0,0,1,0.72,0.6818,0.62,0.1642,83,170,253
12522,2,1,6,22,0,0,0,1,0.7,0.6515,0.65,0.1642,42,117,159
12523,2,1,6,23,0,0,0,1,0.72,0.6667,0.58,0.1045,30,80,110
12524,2,1,6,0,0,1,1,1,0.7,0.6515,0.65,0.1045,8,33,41
12525,2,1,6,1,0,1,1,1,0.66,0.6212,0.74,0.1642,9,15,24
12526,2,1,6,2,0,1,1,1,0.66,0.6212,0.74,0.1045,5,12,17
12527,2,1,6,3,0,1,1,1,0.64,0.5909,0.78,0.1045,2,4,6
12528,2,1,6,4,0,1,1,1,0.64,0.5909,0.78,0.1343,0,7,7
12529,2,1,6,5,0,1,1,1,0.64,0.5909,0.78,0.1343,1,36,37
12530,2,1,6,6,0,1,1,1,0.62,0.5758,0.83,0.1045,8,136,144
12531,2,1,6,7,0,1,1,1,0.64,0.5909,0.78,0.1045,25,478,503
12532,2,1,6,8,0,1,1,1,0.66,0.6212,0.74,0.1343,38,613,651
12533,2,1,6,9,0,1,1,1,0.7,0.6515,0.65,0.1343,57,259,316
12534,2,1,6,10,0,1,1,1,0.72,0.6818,0.62,0.1642,52,95,147
12535,2,1,6,11,0,1,1,2,0.76,0.6818,0.48,0.2239,59,143,202
12536,2,1,6,12,0,1,1,2,0.8,0.7273,0.43,0.194,63,198,261
12537,2,1,6,13,0,1,1,2,0.8,0.7121,0.41,0.2985,63,185,248
12538,2,1,6,14,0,1,1,2,0.82,0.7273,0.34,0.2836,66,193,259
12539,2,1,6,15,0,1,1,1,0.8,0.7121,0.41,0.3582,72,187,259
12540,2,1,6,16,0,1,1,2,0.8,0.7121,0.41,0.4179,87,340,427
12541,2,1,6,17,0,1,1,2,0.8,0.7121,0.41,0.3582,85,715,800
12542,2,1,6,18,0,1,1,2,0.8,0.7273,0.43,0.2985,105,726,831
12543,2,1,6,19,0,1,1,2,0.76,0.6818,0.48,0.3284,89,507,596
12544,2,1,6,20,0,1,1,2,0.74,0.6667,0.48,0.2239,61,333,394
12545,2,1,6,21,0,1,1,2,0.72,0.6667,0.58,0.194,32,218,250
12546,2,1,6,22,0,1,1,2,0.72,0.6667,0.58,0.194,22,142,164
12547,2,1,6,23,0,1,1,2,0.7,0.6515,0.58,0.2239,8,72,80
12548,2,1,6,0,0,2,1,2,0.7,0.6515,0.58,0.2239,2,26,28
12549,2,1,6,1,0,2,1,2,0.68,0.6364,0.65,0.1642,5,11,16
12550,2,1,6,2,0,2,1,2,0.68,0.6364,0.65,0.194,0,6,6
12551,2,1,6,3,0,2,1,2,0.66,0.6212,0.69,0.2537,3,9,12
12552,2,1,6,4,0,2,1,3,0.6,0.5455,0.88,0.1642,0,4,4
12553,2,1,6,5,0,2,1,3,0.6,0.5455,0.88,0.1343,1,28,29
12554,2,1,6,6,0,2,1,2,0.6,0.5455,0.88,0.1343,6,130,136
12555,2,1,6,7,0,2,1,3,0.62,0.5606,0.88,0.2537,16,287,303
12556,2,1,6,8,0,2,1,2,0.62,0.5606,0.88,0.2239,15,598,613
12557,2,1,6,9,0,2,1,2,0.64,0.5758,0.89,0.2836,31,254,285
12558,2,1,6,10,0,2,1,3,0.64,0.5758,0.89,0.2836,29,96,125
12559,2,1,6,11,0,2,1,3,0.66,0.6061,0.83,0.3582,8,57,65
12560,2,1,6,12,0,2,1,3,0.66,0.6061,0.83,0.2537,19,76,95
12561,2,1,6,13,0,2,1,3,0.66,0.6061,0.83,0.194,11,48,59
12562,2,1,6,14,0,2,1,3,0.64,0.5758,0.89,0.2537,12,48,60
12563,2,1,6,15,0,2,1,3,0.66,0.5909,0.89,0.194,22,94,116
12564,2,1,6,16,0,2,1,2,0.66,0.5909,0.89,0.2836,30,209,239
12565,2,1,6,17,0,2,1,2,0.66,0.5909,0.89,0.2836,56,625,681
12566,2,1,6,18,0,2,1,1,0.68,0.6364,0.83,0.194,57,596,653
12567,2,1,6,19,0,2,1,1,0.68,0.6364,0.83,0.194,47,444,491
12568,2,1,6,20,0,2,1,1,0.68,0.6364,0.83,0.194,36,350,386
12569,2,1,6,21,0,2,1,1,0.68,0.6364,0.83,0.1045,41,233,274
12570,2,1,6,22,0,2,1,1,0.66,0.5909,0.94,0.1045,19,188,207
12571,2,1,6,23,0,2,1,3,0.66,0.5909,0.94,0.2239,11,78,89
12572,2,1,6,0,0,3,1,2,0.66,0.5909,0.94,0.194,7,27,34
12573,2,1,6,1,0,3,1,1,0.64,0.5909,0.78,0.0,7,21,28
12574,2,1,6,2,0,3,1,1,0.62,0.5758,0.83,0.1343,0,4,4
12575,2,1,6,3,0,3,1,1,0.62,0.5758,0.83,0.194,1,7,8
12576,2,1,6,4,0,3,1,1,0.6,0.5606,0.83,0.1343,1,9,10
12577,2,1,6,5,0,3,1,1,0.6,0.5606,0.83,0.194,2,38,40
12578,2,1,6,6,0,3,1,1,0.6,0.5606,0.83,0.2239,6,188,194
12579,2,1,6,7,0,3,1,1,0.6,0.5606,0.83,0.2985,25,480,505
12580,2,1,6,8,0,3,1,2,0.62,0.5909,0.73,0.5224,41,672,713
12581,2,1,6,9,0,3,1,2,0.64,0.6061,0.69,0.5821,54,298,352
12582,2,1,6,10,0,3,1,2,0.64,0.6061,0.65,0.4179,64,134,198
12583,2,1,6,11,0,3,1,2,0.66,0.6212,0.54,0.4478,64,182,246
12584,2,1,6,12,0,3,1,2,0.68,0.6364,0.44,0.4179,93,241,334
12585,2,1,6,13,0,3,1,2,0.7,0.6364,0.45,0.3881,52,203,255
12586,2,1,6,14,0,3,1,2,0.72,0.6515,0.37,0.4179,98,222,320
12587,2,1,6,15,0,3,1,1,0.72,0.6515,0.32,0.4925,65,216,281
12588,2,1,6,16,0,3,1,1,0.72,0.6515,0.3,0.4925,72,320,392
12589,2,1,6,17,0,3,1,1,0.72,0.6515,0.32,0.4925,75,782,857
12590,2,1,6,18,0,3,1,1,0.72,0.6515,0.32,0.4478,104,640,744
12591,2,1,6,19,0,3,1,1,0.7,0.6364,0.34,0.3881,123,548,671
12592,2,1,6,20,0,3,1,1,0.68,0.6364,0.36,0.4179,86,362,448
12593,2,1,6,21,0,3,1,1,0.64,0.6212,0.44,0.3582,79,317,396
12594,2,1,6,22,0,3,1,1,0.62,0.6212,0.5,0.2985,29,209,238
12595,2,1,6,23,0,3,1,1,0.62,0.6212,0.5,0.2836,25,128,153
12596,2,1,6,0,0,4,1,1,0.6,0.6212,0.53,0.2985,3,45,48
12597,2,1,6,1,0,4,1,1,0.6,0.6212,0.56,0.2239,4,17,21
12598,2,1,6,2,0,4,1,2,0.62,0.6212,0.53,0.2537,1,8,9
12599,2,1,6,3,0,4,1,2,0.62,0.6212,0.53,0.2836,1,4,5
12600,2,1,6,4,0,4,1,2,0.6,0.6212,0.56,0.2537,0,6,6
12601,2,1,6,5,0,4,1,2,0.6,0.6212,0.56,0.2537,0,40,40
12602,2,1,6,6,0,4,1,1,0.58,0.5455,0.6,0.2836,12,169,181
12603,2,1,6,7,0,4,1,1,0.6,0.6061,0.6,0.2836,26,480,506
12604,2,1,6,8,0,4,1,1,0.6,0.6061,0.64,0.3284,37,682,719
12605,2,1,6,9,0,4,1,1,0.62,0.6061,0.61,0.2239,45,312,357
12606,2,1,6,10,0,4,1,1,0.64,0.6061,0.65,0.4179,47,132,179
12607,2,1,6,11,0,4,1,1,0.66,0.6212,0.57,0.2537,60,168,228
12608,2,1,6,12,0,4,1,2,0.66,0.6212,0.61,0.2239,55,210,265
12609,2,1,6,13,0,4,1,1,0.68,0.6364,0.57,0.1642,71,213,284
12610,2,1,6,14,0,4,1,1,0.7,0.6515,0.54,0.2836,84,214,298
12611,2,1,6,15,0,4,1,1,0.74,0.6667,0.48,0.2985,111,213,324
12612,2,1,6,16,0,4,1,1,0.72,0.6667,0.51,0.2836,70,368,438
12613,2,1,6,17,0,4,1,1,0.72,0.6667,0.48,0.2239,117,750,867
12614,2,1,6,18,0,4,1,1,0.74,0.6667,0.42,0.194,107,716,823
12615,2,1,6,19,0,4,1,1,0.7,0.6515,0.48,0.2537,96,483,579
12616,2,1,6,20,0,4,1,1,0.66,0.6212,0.65,0.2537,84,351,435
12617,2,1,6,21,0,4,1,1,0.64,0.6061,0.65,0.1642,67,270,337
12618,2,1,6,22,0,4,1,2,0.64,0.6061,0.65,0.2239,46,196,242
12619,2,1,6,23,0,4,1,2,0.62,0.6061,0.69,0.1642,36,136,172
12620,2,1,6,0,0,5,1,1,0.6,0.5909,0.73,0.1642,26,68,94
12621,2,1,6,1,0,5,1,1,0.58,0.5455,0.78,0.194,9,42,51
12622,2,1,6,2,0,5,1,1,0.56,0.5303,0.83,0.1045,0,15,15
12623,2,1,6,3,0,5,1,1,0.56,0.5303,0.83,0.1642,2,3,5
12624,2,1,6,4,0,5,1,1,0.56,0.5303,0.83,0.1642,1,13,14
12625,2,1,6,5,0,5,1,1,0.54,0.5152,0.88,0.1045,2,31,33
12626,2,1,6,6,0,5,1,1,0.54,0.5152,0.83,0.1343,9,142,151
12627,2,1,6,7,0,5,1,1,0.56,0.5303,0.83,0.1642,17,413,430
12628,2,1,6,8,0,5,1,1,0.6,0.5909,0.69,0.1642,44,609,653
12629,2,1,6,9,0,5,1,1,0.62,0.6061,0.65,0.1642,58,308,366
12630,2,1,6,10,0,5,1,1,0.64,0.6212,0.57,0.1642,56,160,216
12631,2,1,6,11,0,5,1,1,0.66,0.6212,0.5,0.194,106,180,286
12632,2,1,6,12,0,5,1,1,0.7,0.6364,0.45,0.1642,111,292,403
12633,2,1,6,13,0,5,1,1,0.7,0.6364,0.42,0.2537,121,272,393
12634,2,1,6,14,0,5,1,1,0.72,0.6515,0.39,0.194,121,255,376
12635,2,1,6,15,0,5,1,1,0.72,0.6515,0.39,0.194,107,270,377
12636,2,1,6,16,0,5,1,1,0.72,0.6515,0.37,0.194,132,426,558
12637,2,1,6,17,0,5,1,1,0.74,0.6515,0.37,0.2836,125,698,823
12638,2,1,6,18,0,5,1,1,0.72,0.6515,0.39,0.2239,121,572,693
12639,2,1,6,19,0,5,1,1,0.7,0.6364,0.42,0.1642,98,369,467
12640,2,1,6,20,0,5,1,1,0.68,0.6364,0.44,0.194,89,296,385
12641,2,1,6,21,0,5,1,1,0.66,0.6212,0.5,0.1045,83,250,333
12642,2,1,6,22,0,5,1,1,0.64,0.6212,0.53,0.1343,79,242,321
12643,2,1,6,23,0,5,1,1,0.62,0.6212,0.53,0.2537,46,176,222
12644,2,1,6,0,0,6,0,1,0.58,0.5455,0.56,0.1343,25,112,137
12645,2,1,6,1,0,6,0,1,0.56,0.5303,0.56,0.0,16,79,95
12646,2,1,6,2,0,6,0,1,0.58,0.5455,0.53,0.0,12,55,67
12647,2,1,6,3,0,6,0,1,0.56,0.5303,0.6,0.0896,8,19,27
12648,2,1,6,4,0,6,0,1,0.54,0.5152,0.68,0.1343,3,5,8
12649,2,1,6,5,0,6,0,1,0.54,0.5152,0.68,0.1045,2,21,23
12650,2,1,6,6,0,6,0,1,0.54,0.5152,0.68,0.194,11,36,47
12651,2,1,6,7,0,6,0,1,0.54,0.5152,0.68,0.194,10,68,78
12652,2,1,6,8,0,6,0,1,0.58,0.5455,0.64,0.1642,47,157,204
12653,2,1,6,9,0,6,0,1,0.6,0.6061,0.6,0.0896,88,279,367
12654,2,1,6,10,0,6,0,1,0.64,0.6212,0.47,0.194,139,296,435
12655,2,1,6,11,0,6,0,1,0.66,0.6212,0.39,0.1642,213,353,566
12656,2,1,6,12,0,6,0,1,0.68,0.6364,0.41,0.1045,254,349,603
12657,2,1,6,13,0,6,0,1,0.72,0.6515,0.34,0.1642,293,324,617
12658,2,1,6,14,0,6,0,1,0.72,0.6515,0.37,0.2239,264,309,573
12659,2,1,6,15,0,6,0,1,0.74,0.6515,0.35,0.2537,295,288,583
12660,2,1,6,16,0,6,0,2,0.72,0.6515,0.37,0.1045,238,304,542
12661,2,1,6,17,0,6,0,2,0.72,0.6515,0.37,0.2537,244,349,593
12662,2,1,6,18,0,6,0,2,0.72,0.6515,0.37,0.2239,256,315,571
12663,2,1,6,19,0,6,0,2,0.7,0.6364,0.42,0.194,184,277,461
12664,2,1,6,20,0,6,0,2,0.66,0.6212,0.47,0.194,123,229,352
12665,2,1,6,21,0,6,0,2,0.64,0.6212,0.5,0.2239,98,192,290
12666,2,1,6,22,0,6,0,1,0.62,0.6212,0.53,0.2985,91,189,280
12667,2,1,6,23,0,6,0,1,0.6,0.6212,0.53,0.2985,49,134,183
12668,2,1,6,0,0,0,0,1,0.56,0.5303,0.56,0.1343,31,117,148
12669,2,1,6,1,0,0,0,1,0.56,0.5303,0.6,0.1642,21,67,88
12670,2,1,6,2,0,0,0,1,0.56,0.5303,0.56,0.0896,19,55,74
12671,2,1,6,3,0,0,0,1,0.54,0.5152,0.64,0.1045,6,22,28
12672,2,1,6,4,0,0,0,1,0.54,0.5152,0.64,0.0896,2,16,18
12673,2,1,6,5,0,0,0,1,0.54,0.5152,0.68,0.1343,4,13,17
12674,2,1,6,6,0,0,0,1,0.52,0.5,0.72,0.1045,7,16,23
12675,2,1,6,7,0,0,0,1,0.52,0.5,0.72,0.0896,18,30,48
12676,2,1,6,8,0,0,0,1,0.56,0.5303,0.68,0.2537,24,95,119
12677,2,1,6,9,0,0,0,1,0.56,0.5303,0.68,0.1642,91,183,274
12678,2,1,6,10,0,0,0,1,0.58,0.5455,0.64,0.0,148,288,436
12679,2,1,6,11,0,0,0,1,0.62,0.6212,0.57,0.1045,196,350,546
12680,2,1,6,12,0,0,0,1,0.62,0.6212,0.57,0.0,260,355,615
12681,2,1,6,13,0,0,0,1,0.64,0.6212,0.53,0.1642,267,347,614
12682,2,1,6,14,0,0,0,1,0.64,0.6212,0.53,0.0,255,327,582
12683,2,1,6,15,0,0,0,1,0.66,0.6212,0.5,0.2239,203,260,463
12684,2,1,6,16,0,0,0,1,0.66,0.6212,0.54,0.2985,240,340,580
12685,2,1,6,17,0,0,0,1,0.64,0.6212,0.57,0.2239,232,361,593
12686,2,1,6,18,0,0,0,1,0.64,0.6212,0.53,0.194,203,310,513
12687,2,1,6,19,0,0,0,1,0.64,0.6212,0.53,0.1642,146,244,390
