season,yr,mnth,hr,weekday,workingday,weathersit,temp,hum,windspeed,cnt
2,1,6,17,5,1,1,0.74,0.37,0.2836,823
3,1,9,15,1,1,1,0.66,0.31,0.3881,346
4,0,9,20,1,1,1,0.64,0.89,0.1343,251
3,1,8,0,6,0,2,0.7,0.61,0.0,135
2,0,6,7,0,0,2,0.6,0.73,0.2537,27
3,1,8,10,6,0,1,0.72,0.62,0.0896,407
1,0,2,12,3,1,1,0.38,0.32,0.3284,86
1,1,1,18,5,1,1,0.5,0.29,0.2537,419
1,1,1,19,2,1,1,0.12,0.28,0.4179,156
2,0,5,18,3,1,1,0.72,0.58,0.2239,517
2,0,6,2,2,1,1,0.6,0.73,0.0896,5
3,0,9,3,6,0,1,0.62,0.73,0.1642,35
1,0,2,16,0,0,2,0.42,0.28,0.3284,134
4,0,10,11,4,1,1,0.54,0.49,0.0,144
3,0,8,17,1,1,1,0.86,0.39,0.1642,527
1,0,3,11,6,0,1,0.34,0.49,0.3284,119
2,0,6,8,6,0,1,0.6,0.46,0.0896,125
2,0,4,20,5,1,2,0.3,0.93,0.3284,63
4,0,10,1,0,0,1,0.46,0.88,0.0,78
1,1,12,21,1,1,1,0.26,0.6,0.1642,90
1,1,2,18,0,0,1,0.34,0.36,0.2836,216
4,1,10,0,1,1,3,0.44,0.88,0.3582,22
1,0,2,10,6,0,3,0.2,1.0,0.1343,34
1,1,1,5,0,0,2,0.16,0.47,0.3284,5
2,0,5,6,4,1,1,0.44,0.88,0.0,112
1,1,2,16,2,1,1,0.42,0.28,0.0896,287
4,1,10,23,6,0,1,0.42,0.58,0.2985,125
2,0,3,9,1,1,2,0.22,0.32,0.2239,121
2,1,4,6,4,1,2,0.48,0.63,0.2537,127
2,0,6,20,5,1,1,0.64,0.29,0.1642,293
1,0,2,12,5,1,1,0.22,0.47,0.1343,71
2,1,5,16,6,0,1,0.78,0.55,0.2537,504
4,1,11,23,4,1,1,0.34,0.57,0.1642,120
4,0,11,23,4,1,2,0.34,0.57,0.1642,82
3,0,8,8,6,0,2,0.7,0.84,0.2537,76
3,1,7,23,0,0,1,0.7,0.7,0.0,100
4,1,10,1,5,1,2,0.52,0.88,0.0896,36
3,1,8,13,3,1,1,0.76,0.48,0.1045,316
1,0,3,17,2,1,2,0.36,0.62,0.194,217
3,0,6,1,2,1,1,0.66,0.74,0.0,13
2,1,5,7,2,1,1,0.66,0.78,0.2239,450
3,1,7,9,6,0,1,0.84,0.59,0.1642,256
4,0,10,4,6,0,1,0.44,0.58,0.4179,8
3,0,6,10,6,0,1,0.72,0.45,0.194,302
1,0,2,20,0,0,1,0.4,0.35,0.3284,47
2,1,5,20,1,1,1,0.54,0.52,0.2836,323
4,1,9,16,2,1,1,0.66,0.39,0.2985,495
2,1,5,10,6,0,1,0.66,0.65,0.1343,432
2,0,5,14,4,1,1,0.54,0.28,0.4478,154
2,0,6,8,6,0,1,0.74,0.58,0.194,143
3,0,8,5,1,1,1,0.56,0.73,0.1343,17
2,1,5,15,2,1,3,0.62,0.73,0.2537,134
2,0,5,19,5,1,2,0.52,0.83,0.194,270
2,0,5,9,1,1,1,0.6,0.69,0.194,194
3,1,7,18,3,1,1,0.78,0.38,0.2537,814
3,1,8,11,6,0,1,0.74,0.66,0.1642,499
2,1,4,22,2,1,1,0.44,0.35,0.1045,157
2,0,3,17,1,1,2,0.54,0.64,0.2537,272
4,0,10,10,2,1,1,0.5,0.51,0.2537,128
1,0,2,12,5,1,1,0.5,0.59,0.194,185
1,1,3,7,3,1,1,0.44,0.82,0.1045,368
2,0,5,10,2,1,2,0.64,0.69,0.3582,127
1,1,1,4,4,1,1,0.12,0.54,0.1045,1
2,0,5,4,2,1,1,0.6,0.88,0.1045,4
1,0,1,15,0,0,3,0.34,0.81,0.1642,74
4,1,10,13,6,0,1,0.6,0.43,0.2537,760
4,0,10,2,3,1,1,0.46,0.82,0.1642,3
4,1,12,20,0,0,3,0.36,1.0,0.0896,108
3,1,8,13,4,1,1,0.82,0.38,0.0896,346
1,1,1,15,2,1,1,0.16,0.37,0.4179,77
2,0,5,18,2,1,1,0.7,0.7,0.194,564
3,1,7,22,0,0,1,0.82,0.43,0.1343,151
1,1,2,20,6,0,2,0.16,0.43,0.5522,63
2,1,5,14,3,1,2,0.64,0.53,0.2537,243
2,1,5,22,5,1,1,0.56,0.35,0.2239,234
3,1,8,19,4,1,1,0.72,0.51,0.0896,633
3,1,6,22,0,0,1,0.74,0.55,0.1045,178
2,1,3,21,1,1,1,0.38,0.25,0.4925,186
2,1,4,7,1,0,1,0.52,0.83,0.1343,387
2,1,5,4,1,0,1,0.6,0.78,0.1343,6
3,1,8,19,2,1,1,0.74,0.45,0.1642,597
4,1,10,3,1,1,1,0.44,0.77,0.0,7
4,0,11,4,0,0,1,0.34,0.87,0.1045,4
1,1,12,17,6,0,1,0.28,0.41,0.2985,114
1,1,1,0,5,1,2,0.26,0.48,0.2985,27
4,0,12,4,3,1,1,0.26,0.75,0.0,4
4,1,12,9,3,1,2,0.44,0.51,0.2239,388
2,1,3,22,1,1,1,0.36,0.25,0.3582,93
2,0,4,2,6,0,2,0.36,0.87,0.1343,24
3,0,8,1,3,1,2,0.78,0.52,0.1642,16
3,0,8,16,1,1,1,0.74,0.55,0.3284,283
1,1,1,23,5,1,1,0.18,0.47,0.194,65
2,1,5,16,4,1,1,0.66,0.31,0.194,430
3,0,7,9,0,0,1,0.82,0.56,0.3881,154
1,0,12,20,6,0,1,0.26,0.56,0.1343,24
1,0,1,22,1,1,2,0.16,0.59,0.1045,34
3,0,7,21,6,0,1,0.82,0.59,0.2239,154
4,0,11,12,5,0,1,0.34,0.42,0.4627,239
2,0,4,23,2,1,2,0.4,0.94,0.2537,39
4,0,9,7,2,1,2,0.62,0.94,0.1045,249
2,1,4,12,2,1,1,0.48,0.29,0.3881,224
3,0,7,7,4,1,1,0.62,0.53,0.2537,334
4,0,12,21,2,1,1,0.3,0.52,0.1642,139
2,0,4,14,5,1,1,0.6,0.35,0.3284,248
1,1,1,3,4,1,1,0.12,0.54,0.1045,4
4,0,12,1,4,1,1,0.26,0.81,0.3582,7
3,1,9,5,2,1,1,0.46,0.72,0.0896,44
1,1,1,11,5,1,2,0.2,0.32,0.3582,123
3,1,9,8,0,0,1,0.54,0.64,0.1642,128
1,0,2,1,3,1,1,0.2,0.44,0.0896,9
4,1,12,8,6,0,2,0.26,0.75,0.0896,119
3,1,7,15,0,0,1,0.9,0.37,0.2836,345
4,0,11,18,0,0,1,0.52,0.27,0.3284,190
1,0,2,21,5,1,1,0.28,0.48,0.3881,63
3,1,6,8,4,1,1,0.74,0.7,0.0,590
2,0,3,10,4,1,2,0.26,0.93,0.3284,65
4,0,10,18,3,1,1,0.52,0.77,0.1642,453
3,1,7,0,0,0,2,0.6,0.88,0.1045,113
1,0,1,0,4,1,1,0.14,0.59,0.2836,7
3,0,8,18,4,1,1,0.7,0.74,0.2985,523
1,1,3,6,5,1,2,0.4,0.5,0.3582,85
1,1,2,3,5,1,1,0.28,0.56,0.2985,4
2,0,4,4,4,1,1,0.34,0.76,0.0,9
1,0,1,0,3,1,2,0.22,0.69,0.1343,17
1,0,3,2,6,0,2,0.3,0.87,0.194,20
2,1,5,3,4,1,2,0.6,0.88,0.1045,4
3,1,7,14,4,1,1,0.78,0.33,0.2239,209
1,1,2,5,5,1,1,0.26,0.6,0.2239,17
3,0,8,22,1,1,1,0.66,0.69,0.2537,98
3,1,6,14,1,1,1,0.78,0.43,0.2537,251
2,1,5,11,2,1,2,0.6,0.64,0.3881,217
3,1,9,18,2,1,1,0.64,0.36,0.1642,877
2,1,3,5,2,1,1,0.22,0.37,0.2836,17
3,0,8,19,5,1,3,0.62,0.73,0.4627,165
1,0,2,15,1,1,1,0.56,0.21,0.6567,90
3,1,6,7,5,1,1,0.7,0.61,0.1045,380
3,1,9,17,0,0,1,0.7,0.37,0.2537,671
4,1,9,4,0,0,1,0.46,0.67,0.0896,7
3,0,7,5,3,1,1,0.74,0.58,0.194,26
3,1,6,8,6,0,1,0.64,0.89,0.1642,194
4,1,11,11,1,1,2,0.38,0.66,0.2537,197
4,1,10,11,2,1,1,0.5,0.45,0.4179,228
4,1,12,10,5,1,1,0.26,0.81,0.194,190
2,0,3,21,4,1,2,0.28,0.93,0.1642,60
3,1,7,13,1,1,2,0.8,0.52,0.1045,240
1,0,2,2,0,0,1,0.24,0.41,0.5522,17
1,1,2,19,2,1,1,0.36,0.46,0.2985,304
2,1,4,10,6,0,1,0.6,0.64,0.2836,482
3,1,8,17,6,0,1,0.88,0.37,0.2985,492
3,0,8,13,1,1,1,0.78,0.52,0.2836,193
1,1,3,3,1,1,1,0.22,0.51,0.1642,1
1,0,1,17,4,1,1,0.2,0.4,0.2836,162
1,1,2,18,3,1,1,0.4,0.4,0.2239,468
1,1,3,6,2,1,1,0.18,0.51,0.1045,102
1,1,1,16,5,1,1,0.52,0.27,0.2836,294
2,1,4,6,1,1,1,0.4,0.47,0.194,123
2,0,4,1,5,0,1,0.44,0.62,0.0,15
1,1,3,4,0,0,1,0.24,0.6,0.1343,22
2,0,6,12,1,1,2,0.62,0.69,0.1045,162
1,1,2,21,4,1,2,0.34,0.81,0.1045,145
2,0,6,19,4,1,2,0.84,0.39,0.3284,326
2,1,5,17,1,1,2,0.6,0.53,0.3284,769
4,0,10,16,1,1,2,0.4,0.76,0.1045,218
2,0,4,5,4,1,2,0.62,0.83,0.3881,13
4,1,12,9,2,1,1,0.46,0.82,0.1045,336
2,1,6,22,1,1,2,0.62,0.73,0.1642,164
3,1,9,19,0,0,1,0.62,0.5,0.1343,403
3,0,8,12,0,0,1,0.9,0.42,0.2985,370
2,0,5,22,0,0,2,0.46,0.82,0.0,100
1,1,1,14,1,0,1,0.24,0.44,0.3881,181
1,0,1,9,2,1,2,0.2,0.64,0.0896,144
3,1,8,1,5,1,1,0.68,0.83,0.1642,32
4,1,11,10,5,1,1,0.34,0.61,0.1642,201
3,0,7,17,6,0,1,0.94,0.38,0.1343,197
2,0,4,19,0,0,1,0.56,0.3,0.2985,210
2,0,6,16,4,1,1,0.92,0.33,0.1343,200
3,0,7,12,6,0,1,0.82,0.3,0.1343,374
2,1,6,0,6,0,1,0.58,0.56,0.1343,137
3,1,7,22,5,1,2,0.62,0.83,0.194,135
1,1,2,21,3,1,2,0.48,0.33,0.2836,239
4,1,10,13,0,0,1,0.56,0.37,0.2537,626
2,0,4,10,6,0,2,0.42,0.88,0.2239,129
1,0,1,14,0,0,1,0.28,0.36,0.2537,91
4,0,10,3,5,1,1,0.36,0.71,0.1343,7
1,0,3,16,3,1,2,0.4,0.76,0.1642,151
1,1,12,17,0,0,1,0.32,0.49,0.194,114
4,1,11,11,4,1,3,0.36,0.62,0.194,170
3,1,9,7,2,1,2,0.64,0.89,0.4478,356
3,1,9,5,0,0,1,0.52,0.77,0.194,55
2,0,4,0,1,1,1,0.4,0.5,0.2239,6
2,0,5,21,4,1,1,0.54,0.77,0.2836,209
2,0,4,5,4,1,1,0.34,0.76,0.0896,14
4,0,11,9,0,0,2,0.3,0.75,0.0896,170
3,0,7,13,0,0,1,0.8,0.59,0.2239,421
1,1,2,19,6,0,3,0.26,0.87,0.1343,80
1,0,2,21,0,0,1,0.38,0.62,0.1642,69
4,1,11,13,3,1,1,0.44,0.35,0.2239,365
4,1,12,10,3,1,2,0.3,0.56,0.1642,136
2,0,6,16,5,1,1,0.76,0.45,0.1642,355
3,0,9,5,2,1,2,0.54,0.88,0.194,22
3,1,8,22,6,0,1,0.66,0.61,0.0,261
4,1,11,13,3,1,2,0.32,0.53,0.2537,181
1,0,3,19,5,1,1,0.3,0.56,0.3284,118
3,1,7,7,5,1,1,0.72,0.7,0.194,410
2,0,4,7,5,1,1,0.52,0.42,0.194,240
2,0,4,23,1,1,2,0.64,0.47,0.2239,48
2,0,4,18,4,1,1,0.56,0.3,0.0,337
1,0,1,17,5,1,1,0.22,0.41,0.1642,159
3,1,9,20,1,0,1,0.72,0.76,0.1045,261
1,1,2,11,1,1,1,0.26,0.7,0.1343,116
2,1,4,4,6,0,1,0.5,0.82,0.2537,9
3,0,8,23,3,1,1,0.74,0.37,0.0896,108
4,1,11,13,4,0,1,0.46,0.31,0.0,269
3,0,8,2,4,1,2,0.66,0.94,0.0896,7
3,0,6,2,3,1,1,0.66,0.78,0.0,7
1,1,1,8,0,0,1,0.12,0.54,0.2239,36
2,0,5,18,2,1,1,0.64,0.29,0.1343,550
1,1,2,16,3,1,1,0.52,0.29,0.4627,298
2,1,5,16,3,1,1,0.64,0.65,0.1642,367
4,0,12,12,3,1,2,0.36,0.57,0.0896,144
2,1,6,2,3,1,1,0.66,0.83,0.1642,6
1,1,1,7,5,1,1,0.22,0.69,0.2239,185
3,1,8,22,2,1,1,0.72,0.74,0.1045,224
3,0,8,13,6,0,2,0.74,0.74,0.3284,153
2,0,6,10,0,0,2,0.7,0.61,0.1045,244
3,0,8,16,2,1,1,0.8,0.41,0.2239,303
3,1,9,4,6,0,2,0.66,0.94,0.2239,11
3,0,6,3,0,0,1,0.6,0.64,0.1045,34
1,0,2,6,0,0,2,0.2,0.69,0.1343,5
4,0,11,10,6,0,1,0.32,0.53,0.2537,227
1,1,1,5,1,1,2,0.2,0.86,0.0,19
4,1,10,14,2,1,1,0.54,0.39,0.2537,308
1,0,2,9,6,0,1,0.16,0.64,0.1343,43
1,1,2,9,5,1,1,0.22,0.55,0.1642,275
4,1,10,1,4,1,1,0.46,0.82,0.2239,14
1,1,2,7,4,1,2,0.3,0.7,0.1343,288
2,1,6,20,6,0,1,0.62,0.35,0.2836,399
3,1,8,3,4,1,1,0.66,0.83,0.0,6
4,1,11,6,4,0,1,0.26,0.7,0.1045,17
2,1,6,6,5,1,1,0.52,0.68,0.0896,139
1,1,2,18,2,1,1,0.42,0.38,0.194,518
4,1,12,2,6,0,2,0.36,0.93,0.1343,70
3,0,8,22,1,1,1,0.7,0.7,0.0896,137
1,1,12,19,6,0,1,0.24,0.48,0.3582,60
4,1,11,17,0,0,1,0.36,0.43,0.194,327
4,1,10,5,3,1,2,0.3,0.81,0.1343,24
1,1,1,9,1,1,2,0.2,0.86,0.0896,211
2,1,4,6,2,1,1,0.3,0.61,0.0896,100
4,0,11,17,0,0,1,0.52,0.27,0.3284,231
3,1,7,20,2,1,3,0.64,0.83,0.2239,84
1,0,3,21,0,0,1,0.3,0.56,0.2537,58
1,0,2,22,6,0,1,0.28,0.75,0.2239,46
2,1,5,22,1,1,2,0.58,0.78,0.0896,129
1,0,3,19,3,1,1,0.4,0.28,0.5224,150
2,0,3,8,6,0,1,0.22,0.44,0.1343,66
3,0,7,17,1,1,1,0.84,0.49,0.3284,545
4,1,12,12,6,0,2,0.32,0.81,0.0896,446
2,1,4,5,1,1,3,0.3,0.81,0.2836,14
1,1,3,0,3,1,1,0.28,0.65,0.2836,15
1,0,2,16,3,1,2,0.2,0.37,0.2537,79
4,0,11,6,6,0,1,0.26,0.6,0.2537,23
3,0,7,2,3,1,1,0.76,0.52,0.2985,6
2,1,5,2,4,1,1,0.64,0.65,0.0896,14
4,0,12,2,4,1,1,0.26,0.56,0.2985,9
2,1,6,20,4,1,1,0.66,0.36,0.2985,478
4,0,12,2,2,1,1,0.2,0.8,0.0,2
3,1,9,12,1,0,2,0.76,0.62,0.2985,543
4,1,12,18,1,1,2,0.46,0.88,0.2836,564
1,1,3,7,6,0,1,0.22,0.44,0.2537,40
1,1,1,15,2,1,1,0.44,0.62,0.4925,129
2,1,4,13,4,1,1,0.46,0.31,0.0,291
2,0,4,16,0,0,1,0.54,0.3,0.3582,343
4,0,11,16,0,0,2,0.52,0.63,0.1343,306
1,1,3,4,5,1,1,0.32,0.61,0.0,2
1,1,2,19,5,1,1,0.38,0.37,0.2239,282
3,1,8,5,2,1,2,0.68,0.89,0.194,36
2,0,3,12,5,1,1,0.32,0.42,0.2537,145
3,1,7,16,6,0,2,0.72,0.79,0.3582,566
2,1,4,15,1,1,2,0.36,0.62,0.3881,112
3,1,8,13,6,0,1,0.88,0.42,0.2985,527
2,0,4,22,4,1,1,0.54,0.45,0.1642,153
1,0,2,15,3,1,1,0.38,0.76,0.3284,76
4,0,11,5,3,1,1,0.3,0.81,0.0,27
4,0,12,5,4,1,2,0.32,0.7,0.2836,24
1,0,3,13,0,0,1,0.38,0.34,0.0,203
4,1,10,17,0,0,3,0.46,0.77,0.5224,225
2,0,6,3,2,1,1,0.58,0.53,0.3284,2
3,1,8,20,0,0,2,0.64,0.73,0.194,274
4,0,9,8,4,1,1,0.6,0.83,0.0,431
2,1,3,20,3,1,1,0.6,0.56,0.2985,362
2,1,4,4,0,0,1,0.4,0.4,0.0,7
1,0,2,15,5,1,1,0.32,0.21,0.1642,74
2,0,4,6,6,0,2,0.3,0.93,0.194,13
1,0,2,19,0,0,1,0.28,0.61,0.1343,21
2,1,6,14,0,0,1,0.84,0.3,0.1343,500
4,0,11,17,5,1,1,0.42,0.38,0.3582,480
2,1,5,6,4,1,2,0.46,0.88,0.1642,136
1,0,3,4,4,1,1,0.16,0.31,0.4925,1
2,0,6,10,4,1,1,0.72,0.28,0.4925,139
4,1,10,7,3,1,1,0.36,0.81,0.1045,464
1,1,1,2,4,1,1,0.14,0.5,0.1343,3
3,0,8,3,5,1,1,0.64,0.78,0.0,3
1,1,12,19,4,1,1,0.24,0.6,0.2836,117
4,0,11,18,0,0,1,0.5,0.63,0.1642,155
3,1,8,4,2,1,1,0.68,0.83,0.1343,9
3,0,8,13,2,1,1,0.74,0.35,0.1045,229
3,1,7,8,2,1,1,0.74,0.62,0.0896,646
3,1,9,0,2,1,3,0.6,0.94,0.2537,13
4,0,11,22,2,1,1,0.38,0.82,0.2985,95
4,1,10,13,6,0,1,0.46,0.36,0.194,670
3,1,9,22,1,0,2,0.7,0.84,0.1343,121
2,0,3,15,3,1,2,0.38,0.82,0.2239,85
3,1,7,10,1,1,1,0.8,0.59,0.0,186
4,0,12,10,2,1,1,0.3,0.52,0.1642,102
2,1,5,20,4,1,1,0.64,0.73,0.194,420
3,1,7,10,4,1,1,0.74,0.7,0.2239,222
4,0,11,13,0,0,2,0.52,0.29,0.4179,339
1,1,2,6,0,0,1,0.1,0.49,0.3881,2
1,0,2,1,0,0,1,0.26,0.65,0.4179,44
3,0,7,3,0,0,1,0.8,0.63,0.0896,37
4,1,10,0,2,1,1,0.46,0.88,0.1642,37
4,1,11,1,2,1,1,0.34,0.66,0.1045,13
2,1,5,1,4,1,1,0.64,0.69,0.0896,26
1,1,3,6,6,0,1,0.22,0.44,0.2836,12
4,1,12,2,0,0,2,0.3,0.87,0.0,74
1,1,12,12,0,0,1,0.28,0.36,0.5821,144
1,1,3,13,4,1,2,0.66,0.41,0.0896,273
4,1,10,0,6,0,1,0.36,0.57,0.0896,249
1,1,1,9,0,0,2,0.16,0.74,0.2239,63
4,0,11,14,1,1,1,0.62,0.46,0.4478,185
4,0,12,8,3,1,3,0.44,1.0,0.0,86
4,1,9,13,5,1,2,0.7,0.51,0.2537,410
3,0,7,4,1,1,1,0.66,0.74,0.2239,4
2,0,4,14,0,0,1,0.7,0.54,0.3284,420
3,1,8,11,4,1,1,0.76,0.48,0.0896,278
4,1,12,21,3,1,1,0.34,0.61,0.2239,168
4,1,10,1,4,1,2,0.62,0.94,0.0,25
1,1,1,13,3,1,3,0.32,0.76,0.0,65
1,0,12,2,6,0,2,0.4,0.62,0.2836,28
4,0,11,23,0,0,1,0.48,0.72,0.2537,32
3,0,7,18,3,1,1,0.76,0.62,0.194,563
3,1,8,18,3,1,3,0.66,0.61,0.2239,683
1,0,1,8,5,1,1,0.2,0.51,0.2537,210
4,0,10,1,0,0,3,0.34,0.87,0.2537,24
2,0,3,14,3,1,2,0.36,0.46,0.2985,80
4,1,11,14,1,1,1,0.38,0.4,0.1642,196
4,1,12,3,6,0,2,0.26,0.81,0.1343,15
1,0,2,8,1,0,2,0.32,0.57,0.2985,63
2,1,5,9,1,1,2,0.5,0.82,0.2239,350
2,0,3,7,4,1,3,0.24,0.93,0.2537,92
2,0,6,14,5,1,1,0.86,0.39,0.0,165
2,1,3,19,6,0,1,0.42,0.71,0.4478,284
2,1,6,9,0,0,1,0.56,0.68,0.1642,274
3,0,7,17,5,1,3,0.66,0.89,0.4478,167
2,0,5,20,5,1,2,0.62,0.73,0.2239,144
4,0,12,22,1,1,1,0.26,0.7,0.0,71
4,1,11,9,4,1,2,0.32,0.61,0.194,323
4,0,10,4,4,1,3,0.48,0.88,0.0,4
3,0,7,15,2,1,1,0.82,0.43,0.0,162
2,1,3,11,5,1,2,0.62,0.73,0.1045,318
1,1,2,20,5,1,1,0.34,0.49,0.1045,163
1,0,3,12,6,0,1,0.46,0.33,0.4179,267
2,0,5,5,2,1,1,0.66,0.83,0.0896,26
1,0,1,18,3,1,1,0.2,0.47,0.5224,137
3,1,6,5,6,0,1,0.64,0.89,0.1642,10
3,1,7,8,1,1,1,0.76,0.52,0.194,568
1,0,12,4,5,1,3,0.38,0.94,0.2836,2
2,1,6,10,4,1,1,0.64,0.65,0.4179,179
3,1,6,1,4,1,1,0.72,0.79,0.1343,18
2,0,3,13,3,1,2,0.36,0.46,0.2239,98
4,1,12,11,1,1,2,0.4,0.87,0.0896,170
2,1,6,9,6,0,1,0.56,0.6,0.2537,332
1,1,1,2,1,0,1,0.14,0.46,0.0,17
4,1,12,8,4,1,2,0.3,0.7,0.0,599
3,1,8,23,0,0,2,0.62,0.73,0.0,46
2,0,6,16,0,0,3,0.68,0.83,0.2836,350
3,1,8,4,3,1,1,0.7,0.84,0.0,7
4,1,10,12,3,1,1,0.62,0.61,0.0896,316
3,1,7,6,3,1,1,0.64,0.65,0.194,190
2,1,4,9,3,1,1,0.42,0.54,0.0,321
1,1,2,13,0,0,1,0.32,0.36,0.0,325
4,1,12,9,1,1,1,0.4,0.87,0.0896,308
3,0,7,0,2,1,2,0.7,0.65,0.1642,55
2,1,3,0,0,0,2,0.44,0.94,0.2836,80
1,0,1,21,1,1,1,0.14,0.63,0.1642,59
2,0,5,23,4,1,1,0.48,0.94,0.0,72
1,1,1,23,4,1,1,0.4,0.76,0.3284,67
1,0,12,23,0,0,1,0.26,0.65,0.1343,16
2,1,5,6,2,1,1,0.5,0.77,0.2985,165
4,1,10,18,1,1,3,0.56,0.64,0.1045,613
1,1,1,9,0,0,1,0.18,0.43,0.1343,111
3,1,7,14,2,1,1,0.8,0.55,0.2836,260
1,1,1,16,1,0,1,0.26,0.35,0.4179,154
2,1,6,20,5,1,3,0.62,0.94,0.2537,39
4,1,10,21,6,0,1,0.4,0.58,0.194,204
2,1,4,21,5,1,1,0.44,0.26,0.1343,190
4,0,11,19,3,1,3,0.46,0.88,0.3881,111
1,0,2,21,4,1,1,0.14,0.39,0.0,72
4,1,10,10,5,1,1,0.66,0.54,0.0,260
3,0,8,18,6,0,1,0.76,0.58,0.2537,394
2,1,5,0,5,1,1,0.46,0.55,0.1045,64
4,0,10,6,0,0,1,0.44,0.88,0.0,21
2,1,5,12,6,0,1,0.74,0.66,0.2239,529
4,0,11,5,2,1,3,0.38,0.94,0.1642,18
4,0,12,14,3,1,2,0.38,0.54,0.0896,151
2,1,6,8,6,0,1,0.58,0.64,0.1642,204
4,0,10,13,6,0,3,0.24,0.87,0.5224,30
3,0,7,4,6,0,1,0.62,0.61,0.0,11
4,1,10,14,5,1,1,0.74,0.37,0.2239,400
2,0,5,5,1,1,1,0.42,0.77,0.1642,23
3,1,7,23,5,1,2,0.62,0.83,0.2836,166
4,1,9,1,5,1,3,0.6,0.88,0.0,13
1,0,1,16,4,1,1,0.26,0.38,0.1642,86
3,1,7,22,2,1,1,0.8,0.55,0.2239,244
4,0,12,4,0,0,1,0.26,0.87,0.0,11
3,1,9,8,0,0,1,0.68,0.89,0.0896,129
2,0,4,1,2,1,1,0.62,0.73,0.2836,21
4,0,10,1,0,0,1,0.22,0.87,0.2537,43
2,0,5,5,4,1,1,0.48,0.94,0.0,26
1,1,1,12,2,1,1,0.4,0.43,0.2985,194
4,0,11,4,2,1,3,0.38,0.94,0.1642,7
3,0,8,14,3,1,1,0.82,0.36,0.1642,192
1,0,1,20,5,1,2,0.24,0.7,0.194,62
1,1,12,13,5,1,2,0.3,0.49,0.1343,222
1,0,3,10,0,0,2,0.42,1.0,0.2985,31
3,0,7,7,1,1,1,0.7,0.74,0.2537,317
2,0,5,16,3,1,1,0.66,0.39,0.0,289
1,1,1,4,6,0,3,0.16,0.86,0.0896,1
2,0,4,17,5,0,2,0.5,0.63,0.3881,331
3,0,8,19,4,1,1,0.7,0.74,0.2836,366
2,0,5,4,0,0,1,0.5,1.0,0.0,12
4,0,10,7,4,1,3,0.54,1.0,0.1343,81
1,0,3,21,1,1,1,0.28,0.38,0.2239,54
3,1,7,11,0,0,1,0.88,0.39,0.2239,377
1,1,1,15,1,0,1,0.26,0.44,0.4478,192
1,0,3,18,2,1,1,0.34,0.27,0.194,235
4,1,11,19,5,1,1,0.32,0.66,0.0,377
4,1,9,4,0,0,1,0.46,0.55,0.2239,10
2,1,4,15,5,1,1,0.54,0.28,0.2537,352
3,0,6,6,4,1,1,0.6,0.64,0.2537,123
4,0,11,21,1,1,3,0.4,0.87,0.1642,114
1,1,1,8,0,0,1,0.3,0.52,0.1343,57
3,0,7,12,5,1,2,0.76,0.7,0.2836,213
2,1,5,2,2,1,2,0.58,0.83,0.1045,11
1,0,1,18,1,0,2,0.18,0.55,0.2537,92
2,1,6,14,1,1,2,0.82,0.34,0.2836,259
2,0,5,11,1,1,1,0.64,0.57,0.0,185
4,0,10,11,6,0,3,0.26,0.93,0.3881,27
3,0,9,22,4,1,3,0.62,1.0,0.0896,70
2,1,5,19,0,0,1,0.76,0.58,0.194,442
1,0,12,19,4,1,1,0.3,0.56,0.1045,135
3,0,7,4,0,0,1,0.78,0.66,0.1045,6
3,1,7,12,6,0,2,0.74,0.66,0.0896,499
4,1,11,14,6,0,1,0.32,0.33,0.4627,207
2,1,5,12,2,1,2,0.7,0.58,0.2239,269
4,0,12,22,3,1,1,0.34,0.66,0.1642,104
3,1,8,6,0,0,1,0.72,0.79,0.2537,19
4,0,12,20,2,1,3,0.46,1.0,0.2985,110
1,1,12,18,1,1,3,0.24,0.93,0.1045,26
2,0,6,7,1,1,3,0.56,0.88,0.194,46
2,1,5,7,0,0,1,0.52,0.68,0.1642,60
2,1,5,19,3,1,1,0.7,0.54,0.2836,590
4,1,12,10,0,0,2,0.36,0.87,0.1343,257
3,1,7,13,2,1,1,0.92,0.31,0.194,221
4,0,10,23,5,1,1,0.5,0.63,0.0,136
4,1,10,1,3,1,2,0.3,0.81,0.0896,8
3,0,8,13,0,0,1,0.72,0.74,0.2537,377
1,1,1,18,3,1,3,0.34,0.87,0.194,98
4,0,10,6,6,0,3,0.26,0.87,0.3582,5
2,0,4,19,5,0,1,0.42,0.77,0.3881,209
3,0,8,10,5,1,1,0.74,0.66,0.0896,123
1,0,3,15,5,1,2,0.68,0.39,0.3582,173
2,1,4,21,0,0,3,0.36,0.87,0.3881,11
4,1,12,17,4,1,2,0.34,0.66,0.194,475
2,1,5,19,3,1,1,0.72,0.54,0.1642,556
1,1,12,6,6,0,1,0.26,0.44,0.4179,13
1,0,1,14,6,0,1,0.3,0.39,0.2836,118
1,0,12,23,3,1,1,0.5,0.88,0.194,54
2,1,5,4,1,1,2,0.54,0.77,0.2239,6
1,0,3,4,2,1,1,0.22,0.69,0.2537,1
3,0,6,1,6,0,1,0.66,0.5,0.1642,95
4,0,12,6,0,0,1,0.24,0.93,0.0,4
1,1,12,8,3,1,3,0.2,0.86,0.3284,31
2,1,5,19,3,1,2,0.62,0.83,0.1642,376
